text,label
Can you reserve a table within the same area as the AMerican Samoa for me and my mom,1
"Will it be foggy in the same area of Parc provincial Kettle Lakes on february the thirteenth, 2018 ?",2
add steel guitar rag in acoustic covers the mash ups,0
I want to give this book zero,4
What is the weather forecast for here,2
play the top jazz record from 1951,3
add to laundry playlist with this song,0
Glory Season deserves a perfect 5 points .,4
Rate this novel five of 6,4
"Is it going to be warmer in Cinnaminson , North Carolina at 0659 AM ?",2
add the artist to the 90's Baby Makers playlist,0
Is it humid in my current spot,2
my father in law and I would like to go to a highly rated bar,1
Tell me the weather forecast for Equatorial Guinea,2
find movie times,6
Find Drowning with Land in Sight .,5
Rate this album 3 out of 6,4
Give zero / 6 stars to the current album,4
Add Amir Khan to my playlist Acoustic Blues,0
Tell me the weather forecast for 10/21/2024 in Metamora,2
"Where can I see the television show , Jimmy Two-Shoes ?",5
What animated movies are playing AMC Theaters,6
play music by Amii Stewart with Itunes,3
patty and I need a table booked at a highly rated restaurant in Sandstone .,1
I want to give Nautch Girls of India four out of 6 points,4
What time is cinema playing The Village Priest ?,6
"find Touch of Eva , a TV show I want to see",5
use Vimeo to play De Camino a Clase playlist,3
Is the forecast colder in Idaho 1 second from now,2
Give the current saga a three,4
Add the Spirit of Life to nação reggae,0
give zero points to this essay,4
Play some Mike Burney on Google Music .,3
I need a restaurant for a party of three,1
What is the cheapest price I can pay for the DVD called The Darkest Cloud ?,5
add j p pickens to chill out playlist,0
I need a table booking for a highly rated sardinian pub .,1
will it be temperate here on 11/27/2023,2
"Is there a blizzard in Tennessee Colony , KS",2
"Will there be fog on March 3, 2038 in Bonaire",2
What time is A Battle of Wits starting?,6
Find the movie schedule for animated movies around here .,6
add Georgetown University Alma Mater to my evening acoustic playlist,0
What's the weather forecast for my current position ?,2
rate Winning the Oil Endgame zero of 6,4
Play some sixties music.,3
What is the forecast in Kearneysville,2
I want to hear This Is The Night from Proof,3
find movies around here,6
find the game Company of Heroes,5
Search for Informix Wingz,5
Add Ihsahn to Hip Hop 2017 New School,0
add this track to New Hip Hop,0
Play Anweshaa by the new first.,3
play 90s Love Songs on Youtube,3
"christie, concepcion and I want to eat trattoria at a brasserie in Johnston now",1
Rate this textbook two out of 6,4
Will it be colder in San Pablo today ?,2
"Want a table at Monty’s Hotel, Secunderabad in the state of Vermont",1
For this series I give the rating of four of 6 stars,4
When is The Woman going to be scheduled at the closest movie house ?,6
What's the weather in Gabon,2
add track to my Gold Edition playlist,0
What's the weather in South Hill,2
closest movie theatre with No Time for Sergeants,6
I'd like to watch the TV series called Fires of Life,5
play music from Itunes for Ric Grech,3
want to watch the TV show Treeful of Starling,5
add this artist to romántica,0
In Portales Gambia what is the humidity this morning,2
Show me the movie times for Caribbean Cinemas in 1 second .,6
Show the Soonchild painting,5
"rate Goodbye, Mr. Chips one stars",4
Play a 1958 soundtrack by Rudolf Schenker on Netflix .,3
Find movie schedules .,6
I would rate this novel a four,4
Is the TV show The Prodigal Wife on today?,5
Please look up The 4-Hour Workweek saga,5
me and deanna want to book a restaurant in Malawi,1
I want to add a tune by Damon Johnson to my frescura indie playlist,0
Add javine hylton to my evening playlist,0
"How cloudy is it in Morrisonville , Kentucky",2
Please give me the forecast for Branton,2
give Mistborn The Well of Ascension four out of 6,4
is Agnew United States has chilly weather,2
put coming back to life onto winter music,0
Play music by Damien Rice,3
book a meal for four in DC,1
Add julian taylor to my latin dance cardio list,0
I need a table in Uruguay in 213 days when it's chillier,2
Give this book five / 6 points .,4
Open Lastfm and play Hot Lips Page from the sixties,3
What is the Read All About It picture ?,5
Please give me information on when Prisoner of Zenda will be shown.,6
I'd like to see the movie The Ooze,5
Will it be freezing in the current position ?,2
Add this song to my cleaning the house playlist,0
book for five in Georgia at The Coffee Bean & Tea Leaf,1
Tell me the predicted weather once I travel faraway to Crimson Lake Provincial Park .,2
Put Strange Days onto the Fusion Fest playlist.,0
I need a reservation for 3 at Clinton Street Baking Company & Restaurant,1
I would like to find a cafe that serves grilled meat close by in Tunisia and need a table for 2 one second from now .,1
What's the weather forecast for MI for August 20th ?,2
this series gets 2 out of 6 stars,4
What time is Crawlspace playing at the Caribbean Cinemas,6
Find a television show called Swing High .,5
Play a 1998 sound track from Sam The Kid on Last Fm,3
where is Puthri playing,6
I'm looking to book a seat at a bakery that serves coleslaw at 194458 .,1
"find Journal of the European Economic Association , a movie I want to see",5
Find me the show Krypto the Superdog,5
what animated movies are in the area,6
book a table this evening in Saint Vincent and the Grenadines at a gastropub,1
"Can you find me the game , Super Scription of Data ?",5
Give The Case of Jennie Brice 4 stars out of 6,4
Can you help me find the Author! Author ! trailer ?,5
What time will the movie house be showing On the Beat,6
List movies by movie times in the neighbourhood,6
Find the saga A Very School Gyrls Holla-Day .,5
"I need to episodes for the TV series , Fast Food Nation .",5
Play my Pandora app,3
rate the book saga West with the Night a 2,4
Tell me the weather forecast thirteen seconds from now in Ukraine,2
i need a table at a close by restaurnt in Hackney for ten,1
add Blag Dahlia to Pura Vida,0
I have a party of 8 and we want to go to a restaurant that serves croquembouche,1
Book me a table at a Tartinery Restaurant not far from my home in Elk Rapids .,1
Find me the movie schedule for ArcLight Hollywood,6
What is the weather in Deeth,2
How is the weather in OH ?,2
Show me Cut the Rope video game,5
Find a TV show called The Extraordinary .,5
what is the forecast for temperate weather in Bellechester,2
Look for Little Computer People,5
some me a Healthy picture,5
Book a restaurant distant from downtown .,1
will you add Pat Kirtley to my covered in punk playlist,0
find the song Occasional Wife,5
Will there be sun around here ?,2
What's the weather in Pennsylvania,2
book for 8 AM in Massachusetts for 1,1
what movie house is showing Sherlock Holmes and the Secret Weapon,6
book a spot at a coffeehouse in New York with wifi at 8 pm,1
my timeless love songs playlist should include viderunt omnes,0
Can you play Crossover ?,3
add the Chamillionaire track to lina's wedding classics playlist,0
Look up the Act of Valor TV show,5
"Book a food truck that serves tarte for tanisha, lorena and juliana .",1
What is Marty Stuart discography,5
Play the best song by Henry Rollins .,3
"book a spot for me, reyna and maxine at a taverna on monday",1
give zero points to current album,4
Play some tango .,3
Find the movie times for North American Cinemas .,6
rate current essay 1 stars,4
What time is In Old New Mexico showing today?,6
I'd give The Day of Reckoning four points,4
Play the most popular music by Ronald Isley on Google Music,3
Book the Slippery Noodle Inn in Gober .,1
rate the current book series two out of 6 stars,4
"Can you find me the work titled, A Little Curious ?",5
I want another song in the Women of Latin Music playlist.,0
I'd like to eat at a pub in Arkport,1
Please show me the movie schedule for movies playing in the neighborhood .,6
what is the overcast forecast for midday in ID,2
add banking violence and the inner life today to my retro gaming playlist,0
Play Listen To The Mocking Bird by Billy Martin on Youtube,3
I want to make a reservation for one at a sushi restaurant in Brucetown,1
Please rate the current textbook 2 stars,4
there is fog weather in Grand Lake Nebraska,2
find War & Peace Vol. 1,5
please put this tune on the irish folk – jigs & reels playlist,0
Play me Leonid Soybelman on Vimeo .,3
susanne and carey phillips want to go to a brasserie not far from Pricedale that serves southern brazilian,1
Add Kd lang to my Deep Focus playlist,0
Rate The Secret of Dr. Honigberger 2 points out of 6,4
help me find the book called Journal of Neuroscience Research,5
play Shake Your Head,3
"Is it going to get chillier at 5 am in Trussville , Bosnia and Herzegovina ?",2
Play the top 1991 sound track,3
Rate the current textbook a 5 .,4
Can I put johnny burke onto my lo que suena los angeles playlist?,0
Play some House music,3
What will the weather be at thirteen in NJ ?,2
I want to take nine people to a diner close to the spa,1
book Bridge Round House for one at meal time in Democratic Republic of the Congo close,1
Search for Police Women of Cincinnati,5
Add Sweet Black Angel to my Diarios de Bicicleta playlist,0
What movie theatre is playing The Deaths of Ian Stone,6
add The Crowd to corinne's acoustic soul playlist,0
What are the movie schedules at the IMAX Corporation,6
What animated movies are playing at KB Theatres,6
play the top-twenty tune by Masaharu Fukuyama on Slacker,3
book a spot for 9 at a churrascaria that serves ammonia cookie in Volga,1
book a spot for eight at a pub in New Mexico,1
Where is Chips in Crouch,1
I want to hear Richard Falomir 's best song on Pandora,3
Find the Labyrinthe game,5
Find movie times for Alamo Drafthouse Cinema at 1037 P.M. .,6
Fine movie times for animated movies in the neighborhood .,6
Find a popular diner that serves brazilian close by Oklahoma for nine people.,1
this track should get added to Spain Top 50,0
find movies that are nearby,6
play music using Groove Shark,3
Check the weather for Faroe Islands .,2
book a cafe table for one that has internet access,1
give 2 out of 6 points to current essay,4
"Play an album from the fourties , new first.",3
I'm wondering what movies will be laying around here .,6
find The Gamblers,5
Find the video game Journal of Criminal Law & Criminology .,5
Book reservations at a restaurant for me and my ex husband in West Virginia,1
Book a reservation for eight people in North Dakota,1
I want to hear the latest twenties album from Kyle Riabko,3
"book a gastropub that serves pansette in Skaneateles , Pennsylvania",1
What movies are playing nearby ?,6
Play some music from 1985 by Rolf Harris,3
I want eat at the best spanish restaurant in the Georgia area that is within walking distance for me and my nephew at noon,1
Play Short Walk On A Long Pier on Slacker,3
Put on Vimeo and play Kacapi Suling,3
What will the weather be in LA at 9 o'clock,2
I want to take my parents and I to eat some romagna at a brasserie in North Dakota,1
What is the weather forecast for Maryland,2
Rate this album a five,4
Add d flame to the Dcode2016 playlist.,0
Will it be chillier on october 17 nearby East Glacier Park,2
Play music from 1954,3
Add this tune to my list jazz vibes,0
Add robin trower to the medieval 50 spotify picks playlist.,0
For this current saga I give 5 out of 6 possiable points,4
Rate The Scoop 5 out of 6 points,4
Will it be hot in Dongola Cameroon,2
Book me a table for a party of eight in Germany .,1
